case_file_name,text,defendants_str,num_defendants
50148-01-14,"הנאשם 2 הורשע במסגרת ת""פ 50148-01-14 בעבירה אחת של סחר בנשק. הנאשם 2 נתבקש על ידי הנאשם 1 ביום 24.11.13 למסור לסוכן ארבעה מטעני חבלה, אשר כל אחד מהם מורכב משתי לבנות חבלה ומערכת הפעלה תואמת. הנאשם 2 לא היה מעורב באופן ישיר במו""מ עם הסוכן ולא ידוע על רווח כספי שהפיק מהמעשים. מאידך, נגישותו לנשק היתה מיידית והוא ביצע את שנתבקש בו ביום. בשים לב למידת מעורבותו ולהיותה חד פעמית מחד, ובשים לב לערכים המוגנים, לטיב חומר הנפץ אליו היה נגיש ולכמותו מאידך, ובהתחשב ברמת הענישה הנוהגת ובעקרון האחידות בענישה (בשים לב למתחם שנקבע בעניינו של הנאשם 1 ולעונש שהוטל על הנאשם 3 אשר נכח באירוע זה) מצאתי כי מתחם העונש ההולם למעשה העבירה נע בין 48 ל-70 חודשי מאסר בפועל.",0,2
50148-01-14,במסגרת תיק זה הורשע הנאשם 1 בעבירה אחת של קשירת קשר לפשע ובעבירה אחת של עסקה אחרת בסם.,1,2
50148-01-14,"הקושרים האחרים (גיל געדי, אריק חזן ואלעד מור) שילמו לסוכן סך של כ-90,000 ₪ עבור 10 ק""ג סם מסוג קוקאין, והוטלו עליהם עונשים שנעים בין 16 חודשי מאסר (למי שהיה נעדר עבר פלילי) ל-48 חודשי מאסר בפועל.",0,2
50148-01-14,"שני אחרים נוספים, חנניה כנפו ומשה מצונאשוילי, שילמו לסוכן סך של כ-300,000 ₪ בתמורה ל-30 ק""ג סם מסוכן מסוג קוקאין. על משה מצונאשוילי הוטלו 45 חודשי מאסר בפועל.",0,2
50148-01-14,"מעורב נוסף, יצחק תורג'מן, שילם לסוכן סך של כ-30,000 ₪ עבור 3 ק""ג סם כאמור, והוטלו עליו 36 חודשי מאסר בפועל.",0,2
50148-01-14,"מעשה העבירה בענייננו – שלוש פגישות בין הנאשם 1 ואיציק קיסוס לסוכן, במסגרתן דנו בפרטי העסקה ושילמו לסוכן סך של 170,000 ₪ עבור 20 ק""ג סם מסוכן מסוג קוקאין שיועבר מדרום אמריקה לאירופה.",1,2
50148-01-14,"הערך המוגן בעבירות סחר בסמים בכלל ובסמים קשים בפרט הוא שלום הציבור, כאשר הדרג המממן את עסקאות הסמים הוא הדרג הבכיר עמו יש למצות את חומרת הדין. מדובר במעשים שהמניע להם הוא בצע כסף, והנזק הפוטנציאלי הטמון בהם לשלום הציבור הוא רחב היקף, שכן השפעותיו ניכרות גם על צרכני הסמים – הם הנפגעים הישירים, וגם בבני משפחתם ובחפים מפשע הנפגעים על ידי צרכני הסמים לשם מימון מנת הסם – הם הנפגעים העקיפים.",0,2
50148-01-14,"בית המשפט העליון חזר והביע את עמדתו כי יש לעקור את נגע הסמים מן השורש. זאת, לאור הנזק העצום שמסבים הסחר והשימוש בסמים בכלל, וסם הקוקאין בפרט, למשתמשים בסם ולחברה כולה, הסובלת מעבירות רכוש ואלימות מצד העוסקים בסחר ומלקוחותיהם (ע""פ 4998/95 מדינת ישראל נ' גומז-קרדוסו; ע""פ 10228/05 רובאעי נ' מדינת ישראל; ע""פ 6990/13 ח'טיב נ' מדינת ישראל; ע""פ 100/14 מדינת ישראל נ' מחטייב). בהקשר זה אין נפקא מינה לכך שהסמים לא יועדו להיות מופצים בישראל דווקא (ע""פ 401/83 אלקייעל נ' מדינת ישראל).",0,2
50148-01-14,"עוד נקבע, כי יש להיאבק בתופעת הסמים, מן הייצור ועד ההפצה, באמצעות ענישה מרתיעה אשר הולמת את נסיבות ביצוע העבירה. בין היתר, בהתחשב בכמות הסם וסוגו, חומרת העבירות שבוצעו, חלקו של הנאשם בביצוען ועברו הפלילי של הנאשם (ע""פ 5953/13 מדינת ישראל נ' אהרון; ע""פ 3172/13 סואעד נ' מדינת ישראל; ע""פ 972/11 מדינת ישראל נ' יונה).",0,2
50148-01-14,"בענייננו, חומרת המעשים מתעצמת נוכח כמותו של הסם בו ביקש הנאשם 1 לסחור, השקולה לאלפי מנות סם (ע""פ 10254/09 דהן נ' מדינת ישראל). יחד עם זאת יש לתת משקל לעובדה כי העבירה, שעולה כדי ""עסקה אחרת בסם"" על פי ההגדרה בפקודת הסמים, לא הבשילה לכדי רמת ביצוע, דהיינו לא עברו סמים מיד ליד, ולא הופצו סמים בקרב ציבור הצרכנים.",1,2
50148-01-14,"המעשים עצמם בוצעו כאמור לאחר תכנון מוקדם ומספר מפגשים בהם נוהל מו""מ עם הסוכן. גם כאן אפנה לסעיף 40י. לחוק העונשין ולניסוחו של כתב האישום, ממנו עולה כי מעורבותו של הנאשם 1 במעשים היתה משמעותית, וכי הוא (יחד עם איציק קיסוס) נפגש עם הסוכן וסיכם את פרטי העסקה.",1,2
50148-01-14,"בשים לב לנסיבות מעשה העבירה, לרמת הענישה הנוהגת ולעונשים שהוטלו על המעורבים האחרים בפרשה (אשר חלקו של כל אחד מהם היה שונה ותואר על ידי לעיל), מצאתי כי מתחם העונש ההולם במקרה דנן נע בין 3 ל-6 שנות מאסר בפועל.",0,2
50148-01-14,"במסגרת הנסיבות שאינן קשורות בביצוע העבירה יש למנות את עברו הפלילי המכביד של הנאשם 1, אשר כולל 10 הרשעות קודמות, בגין עבירות אלימות, רכוש, סמים וסחר בנשק. בגין עבירת סחר וייבוא סמים משנת 2002 ריצה 3.5 שנות מאסר ותנאי בן שנה וחצי הופעל (חציו במצטבר). הרשעתו האחרונה היתה בגין סחר בנשק, במסגרתה קשר קשר עם אחרים לפגוע באחר, ונתפס יחד עימם ברכב עת הובלו בו מטעני החבלה לשם כך. בגין אירוע זה ריצה הנאשם 1 6 שנות מאסר בפועל, והשתחרר ממאסרו בשנת 2010.",1,2
50148-01-14,"לזכות הנאשם 1 יש לזקוף את העובדה שלא נרשמו לחובתו עבירות נוספות עד למעצרו הנוכחי, כאשר לטענתו, מאז שחרורו ועד למעצרו הנוכחי פעל בעבודה לגיטימית של מחזור בגדים יחד עם איציק קיסוס ז""ל.",1,2
50148-01-14,"כן יש להתחשב בכך שהנאשם 1 כיום בן 45, נשוי ואב לשלושה ילדים וברי כי לעונש מאסר השפעה על הנאשם ועל משפחתו.",1,2
50148-01-14,"כמו כן אתחשב בכך שהנאשם 1 הודה בכתבי האישום בנוסחם המקורי ונטל אחריות על מעשיו, אף כי הודאתו בעבירות הנשק ניתנה לאחר ניהול משפט ההוכחות בעניינו, כמעט עד תום.",1,2
50148-01-14,"בשים לב לאמור לעיל, מצאתי לגזור על הנאשם 1 את העונשים הבאים:",1,2
50148-01-14,בגין עבירות הסמים – 40 חודשי מאסר בפועל.,1,2
50148-01-14,בגין עבירות הנשק – 8 שנות מאסר בפועל.,1,2
50148-01-14,"העונשים יחפפו זה לזה כך שבסך הכל ירצה הנאשם 1 10 שנות מאסר בפועל, מיום מעצרו 15.1.14.",1,2
50148-01-14,18 חודשי מאסר על תנאי והתנאי שלא יעבור בתוך 3 שנים מיום שחרורו ממאסר עבירות בנשק או עבירות סמים מסוג פשע.,0,2
50148-01-14,12 חודשי מאסר על תנאי והתנאי שלא יעבור בתוך 3 שנים מיום שחרורו ממאסר עבירות סמים מסוג עוון או עבירת קשירת קשר לפשע.,0,2
50148-01-14,"בהתאם להסכמת הצדדים אני מטילה על הנאשם 1 קנס בסך 200,000 ₪ אשר ישולם ב-36 תשלומים שווים ורצופים, או 3 שנות מאסר בפועל תחתיו. לא ישלם הנאשם 1 אחד התשלומים במועד – יעמוד כל הסכום לפרעון מיידי.",1,2
50148-01-14,"בהתאם לכך, ומתוקף סעיף 36א(ב) לפקודה, סך של 170,000 ₪ שנתפס ברשות הנאשם 1, רכב מסוג אאודי מ.ר. 4283112 ורכב מסוג הונדה מ.ר. 6986370 יחולטו לטובת קרן החילוט.",1,2
50148-01-14,"עברו הפלילי של הנאשם 2 אינו מכביד כשל הנאשם 1, והוא כולל 4 הרשעות קודמות בעבירות רכוש והרשעה אחת בגין עבירת החזקת סמים לשימוש עצמי. אמנם הרשעתו הראשונה כללה איחוד תיקים מרובים, בגינה ריצה עונש מאסר, אולם מדובר במעשים שבוצעו בשנת 1997. הנאשם 2 ריצה עונש מאסר נוסף בשנים 2005-2007, ובגין עבירותיו האחרונות הוטלו עליו עונשי מאסר מותנים בלבד.",12,2
50148-01-14,"הנאשם 2 בן 38, נשוי ואב לשלושה ילדים קטנים, וברי כי לעונש מאסר השלכה עליו ועל משפחתו.",2,2
50148-01-14,"כמו כן התרשמתי מחרטתו הכנה של הנאשם 2 על מעשיו, על אף שבחר לנהל את משפטו – בחזית משפטית מצומצמת, ומהתנהלותו החיובית בכלא בזמן מעצרו ובחירתו להשתלב בהליכים טיפוליים.",2,2
50148-01-14,"בשים לב לנסיבות האמורות, מצאתי לגזור את עונשו של הנאשם 2 ברף התחתון של המתחם ואני מטילה עליו את העונשים הבאים:",2,2
50148-01-14,50 חודשי מאסר בפועל מיום מעצרו 15.1.14.,2,2
50148-01-14,"12 חודשי מאסר על תנאי, והתנאי שלא יעבור במשך 3 שנים מתום ריצוי עונשו עבירה בנשק.",2,2
50148-01-14,"קנס בסך 20,000 ₪ אשר ישולם ב- 20 תשלומים שווים ורצופים החל מיום 1.10.16 או 45 ימי מאסר תמורתו.",2,2
50148-01-14,"אשר לבקשה לחילוט רכבו של הנאשם 2, ייערך דיון אליו תוזמן הטוענת לזכות ברכוש, היא אשת הנאשם 2.",2,2
50148-01-14,"54678313ניתן היום, כ' אב תשע""ו, 24 אוגוסט 2016, במעמד הצדדים.",0,2
50148-01-14,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,0,2
50148-01-14,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",0,2
7626-04-20,"ת""פ 7626-04-20 מדינת ישראל נ' אעמר(עציר) ואח'",0,2
7626-04-20,"חוק העונשין, תשל""ז-1977: סע' 31, 144(א), 144(ב)",0,2
7626-04-20,"הנאשם (מס' 2) הורשע על פי הודאתו בעבירה של סיוע לעבירות נשק (החזקה, נשיאה והובלה של נשק, אביזר לנשק ותחמושת), לפי סעיף 144(א) רישא + סיפא + 144(ב) רישא + סיפא + סעיף 31 לחוק העונשין, התשל""ז-1977.",0,2
7626-04-20,"יצויין למען הסדר, שנאשם 1 הודה בעבירות העיקריות שבתיק, ונגזר דינו ביום 17.12.20 ל-3 שנות מאסר בפועל.",1,2
7626-04-20,"על פי האמור בכתב האישום המתוקן, ביום 20.3.20 בשעות הערב המאוחרות נסעו הנאשמים ברכבו של נאשם 2 מאזור הכפר כעביה לכיוון טמרה כאשר נאשם 2 נהג ברכב. נאשם 1, בסיועו של נאשם 2 החזיק, נשא והוביל ברכב אקדח מסוג FM ובתוכו מחסנית תואמת טעונה ב-14 כדורים. כמו כן החזיק ונשא והוביל נאשם 1, בסיוע של נאשם 2, 86 כדורים תואמים לאקדח ארוזים בשקית. בנוסף החזיק, נשא והוביל נאשם 1 בכיס מכנסיו מחסנית נוספת טעונה ב-12 כדורים תואמים לאקדח וכן 14 כדורים נוספים שנשא על גופו. כן החזיק הנאשם 1 בתחתוניו סם מסוכן מסוג קוקאין במשקל 0.7907 ג' שלא לצריכה עצמית וללא היתר.",12,2
7626-04-20,"בסמוך לשעה 20:10 הגיעו למחסום משטרתי. שוטרי המחסום ניגשו לרכב וניסו לפתוח את דלתותיו שהיו נעולות. חרף דרישות השוטרים נמענו הנאשמים מלפתוח את דלתות הרכב והשוטרים נאלצו לנפץ חלק משמשות הרכב על מנת לבצע חיפוש בו ולהוציא את הנאשמים ממנו. גם לאחר שהדלתות נפתחו סירבו הנאשמים לצאת מן הרכב ולא נשמעו להוראות השוטרים שנאלצו להשתמש בכוח. במהלך החיפוש נתפס האמל""ח.",12,2
7626-04-20,"המדינה טענה לפגיעה בערכים המוגנים של הגנה על שלום הציבור וההגנה על חיי אדם. נטען שהנאשם 2 סייע לנאשם 1 בביצוע העבירות. נטען שקדם לאירוע תכנון והתארגנות, וכי הנאשם 2 שלט ברכב ויכול היה להימנע מביצוע העבירה.",12,2
7626-04-20,"באשר למדיניות הענישה, המדינה אזכרה את הפסיקה הבאה:",0,2
7626-04-20,"ע""פ 5750/20 עמאד חוסין נ' מדינת ישראל (22.2.21); באותו מקרה נדחה ערעור על חומרת העונש של 34 חודשי מאסר שהושתו בגין עבירה אחת של נשיאה והובלה של נשק ותחמושת ועבירה של שיבוש מהלכי משפט. באותו מקרה הורשע נאשם במסגרת הסדר טיעון בכך שהוביל נשק מאולתר מסוג קרלו-גוסטוב עם מחסנית ותחמושת בזמן שנהג ברכבו לעבר בית חברו. יצויין שבאותו אירוע נורו מספר כדורים מהנשק (לא על ידי הנאשם) ונעשה ניסיון כאמור להעלים את הנשק על ידי הנאשם.",0,2
7626-04-20,"ע""פ 3288/14 מדינת ישראל נ' מרדכי מטיאל קריספין (24.8.14); שם הנאשם הורשע בערכאה הדיונית בהחזקת אקדח ותחמושת והוטלו עליו 9 חודשי מאסר בפועל. ערעור המדינה התקבל והעונש הוחמר ל-18 חודשי מאסר בפועל.",0,2
7626-04-20,"ע""פ 3877/16 פאדי ג'באלי נ' מדינת ישראל (17.11.16); שם הנאשם הורשע בנשיאת אקדח, כדורים, ומחסנית והוטלו עליו 34 חודשי מאסר בפועל. ערעור הנאשם על חומרת העונש נדחה כאשר נקבע שיש לראות בחומרה יתרה ביצוע עבירות בנשק ובכללן נשיאה של נשק.",0,2
7626-04-20,"ע""פ 135/17 מדינת ישראל נ' סמיר בסל (8.3.17); שם הורשע הנאשם בערכאה הדיונית בעבירה של החזקה ונשיאת נשק, תת מקלע מאולתר ומחסנית, והושתו עליו 12 חודשי מאסר בפועל. בערעור הוחמרה הענישה ל-18 חודשי מאסר בפועל.",0,2
7626-04-20,"ע""פ 761/07 מדינת ישראל נ' מיכאל אדרי (22.2.07); שם הורשע הנאשם בהחזקת נשק, אקדח, מחסנית, ותחמושת ובהפרעה לשוטר ונידון ל-12 חודשי מאסר בפועל בבית המשפט העליון התקבל ערעור המדינה והעונש הוחמר ל-24 חודשי מאסר בפועל.",0,2
7626-04-20,"ת""פ 15627-03-19 מדינת ישראל נ' מוחייה אלכמלת נ' מדינת ישראל (31.12.19); הנאשם נשא והוביל תת מקלע מאולתר ו-9 שקיות שהכילו 750 כדורים לא תואמים לנשק ועוד שני כדורים נוספים ברכבו (כאשר לא הוציא רישיון נהיגה מעולם). נקבע מתחם ענישה שבין 24-48 חודשי מאסר והוטלו 38 חודשי מאסר בפועל כאשר היה לנאשם עבר פלילי מכביד.",0,2
7626-04-20,"ת""פ 28615-08-17 מדינת ישראל נ' פראס חמדוני (23.4.18); הנאשם הורשע על פי הודאתו בעבירות של החזקה, נשיאה, והובלת נשק והפרעה לשוטר במילוי תפקידו, כאשר החזיק תת מקלע מאולתר, מחסנית תואמת עם 9 כדורים וקופסה עם 50 כדורים נוספים וכן רימון יד הלם. כאשר הבחין במשטרה ניסה להימלט. הנאשם היה בן 24 ולחובתו 3 הרשעות קודמות. נקבע מתחם ענישה שבין 16 – 40 חודשי מאסר בפועל והושתו עליו 22 חודשי מאסר בפועל.",0,2
7626-04-20,"ע""פ 3336/18 מדינת ישראל נ' השאם סמארה (29.11.18); נאשם בעל עבר פלילי (ועם תסקיר חיובי) הוביל ברכב שני תתי מקלע מאולתרים עם מחסניות וקרטון של 39 כדורים ועוד 8 כדורים בנפרד. ברח משוטרים בנסיעה מהירה עד שנעצר. נקבע מתחם ענישה שבין 16-40 חודשי מאסר בפועל ונגזרו 18 חודשי מאסר. בערעור העונש הוחמר ל-24 חודשי מאסר בפועל.",0,2
7626-04-20,"הודגש הסיכון הרב שיש בעבירות נשק לחברה והנזק הפוטנציאלי מהן. בנסיבות המקרה, בהתחשב בנשק שנתפס וכמות התחמושת ולכך שהנאשם לא נשמע לשוטרים ונדרש מהם להשתמש בכוח על מנת לבצע חיפוש ברכב, ובהתחשב במגמת ההחמרה ביחס לעבירות הנשק, נטען למתחם שבין 12-30 חודשי מאסר.",0,2
7626-04-20,"ביחס לנסיבות שאינן קשורות לביצוע העבירה, נטען שהתסקירים לא חיוביים והעדר שיקולי שיקולים.",0,2
7626-04-20,"לאור כל האמור ביקשה המדינה להטיל עונש בחציו התחתון של המתחם בנוסף למאסר על תנאי מרתיע, קנס מלקבל ומלהוציא רישיון נהיגה, וזאת בשים לב שבזמן ביצוע העבירות הנאשם 2 נהג ברכב.",2,2
7626-04-20,צוין שלנאשם עבר פלילי בתחום התעבורה.,2,2
7626-04-20,הסנגור טען שיש להעדיף את מתחם הענישה שנקבע ביחס לנאשם 1 על ידי בית המשפט לעומת המתחם שהוצג על ידי המדינה בעניינו.,1,2
7626-04-20,נטען שאף אחד מפסקי הדין שהוצגו על ידי המדינה לא עוסקים בעבירת הסיוע.,0,2
7626-04-20,"כמו כן הוסבה תשומת הלב לכך שלא מיוחסות לנאשם 2 עבירות הסמים, בהן הורשע נאשם 1. כמו כן נטען שמדובר בנשיאה קצרה מבחינת מרחק ויש ליתן לזה משקל. נטען שלנאשם 2 לא הייתה שליטה כלשהי על הנשק ונטען עוד שנאשם 2 לקח אחריות מלאה על עובדות כתב האישום וכי לא בכדי הוא שוחרר לחלופה בתקופת המעצר. נטען עוד שהנאשם חסך העדתם של כ-40 עדי תביעה, למרות שניתן היה להעלות טענות בנוגע לרמת מודעותו.",12,2
7626-04-20,"הוזכר כי היה מעורב כפי הנראה אדם שלישי שכנגדו לא הוגש כתב אישום. הועלו טענות בקשר לאיכות תסקירי שירות המבחן ונטען שהנאשם אינו אדם עם רקע עברייני שיודע להתנהל מול שירות המבחן ואין הוא מבין בדיני השותפות הפליליים, ומכאן הכחשתו למעורבות בעבירה מול קצינת המבחן.",0,2
7626-04-20,"נטען שהתסקיר המשלים נעשה בחופזה על בסיס שיחת טלפון קצרה מאוד. הוזכר שהנאשם היה עצור ביום 21.3.20 ועד ל-7.5.20 ופעם נוספת בין 1.5.20 ועד 27.5.20. כמו כן, נטען שתקופה ארוכה שהה במעצר באיזוק אלקטרוני.",0,2
7626-04-20,אוזכרו המקרים הבאים:,0,2
7626-04-20,"ע""פ 5330/20, ע""פ 6181/20 סמיר ענבתאוי נ' מדינת ישראל ומדינת ישראל נ' סובחי חגיר (22.11.20); באותו מקרה חלק מהמעורבים בפרשה של עסקת נשק ועבירות נוספות בנשק נידונו למאסרים בפועל של 28 ו-12 חודשים ומעורבים אחרים נידונו ל-9 ו-6 חודשים לריצוי בעבודות שירות ומעורב אחר שהורשע בסיוע של החזקה, נשיאה והובלה של נשק נידון ל-6 חודשי מאסר לריצוי בעבודות שירות, בעוד שמעורב אחר בסיוע מעבירה של עסקה אחרת בנשק הועמד עונשו על 14 חודשי מאסר בפועל. באותו מקרה המעורבים עסקו ברכישת אקדח תופי על ידי אחד מהם. בערעור הוחמרו העונשים של חלק מהנאשמים כאשר המאסרים לריצוי בעבודות שירות הוחמרו מעט ל-10 ו-14 חודשים של מאסר בפועל.",0,2
7626-04-20,"ע""פ 5807/20 מוחמד שיבלי נ' מדינת ישראל (30.12.20); בגין עבירות של נשיאת נשק והובלתו הורשע הנאשם על פי הודאתו ונגזר עליו עונש של 12 חודשי מאסר בפועל. בערעור צוינו נסיבות מיוחדות שהצדיקו עונש מקל והושתו 9 חודשים לריצוי בעבודות שירות, וזאת בסטייה מהעונש הרגיל שמוטל בעבירות נשק, גם אם מדובר בעבירה ראשונה של מאסר בפועל משמעותי.",0,2
7626-04-20,"כמו כן אזכר הסנגור את ממצאי הוועדה הציבורית לבחינת מדיניות הענישה והטיפול בעבריינים (2015), אשר הרחיבה את אפשרויות הענישה על מנת לצמצם את השימוש במאסרים במקרים שמאסר אינו הכרחי.",0,2
7626-04-20,אוזכרו עוד מספר מקרים:,0,2
7626-04-20,"ת""פ 15123-10-17 מדינת ישראל נ' מוחמד עלי (18.7.18); שם בגין עבירות נשק של נשיאה והובלה והפרעה לשוטר בעת מילוי תפקידו כאשר הוא נסע באופנוע עם אקדח מוחבא על גופו והתבקש לעצור במחסום 6 חודשי מאסר לריצוי בעבודות שירות כאשר הועדפו שיקולי שיקום.",0,2
7626-04-20,"ת""פ 31136-09-19 מדינת ישראל נ' בלאל (11.2.20); בגין עבירות של החזקת נשק (הנאשם ביקש לרכוש אקדח) הוטלו 12 חודשי מאסר בפועל.",0,2
7626-04-20,"ת""פ 36731-06-18 מדינת ישראל נ' ביאן שאהין (28.2.19); נאשם הורשע על פי הודאתו בהחזקת נשק ותחמושת, קשירת קשר לביצוע עוון ושינוי לוחית זיהוי של רכב, כאשר ביצע עם חבריו ירי מנשק מסוג קרלו על בית של שכנים של אחד המעורבים. נקבע מתחם שבין 12 ל-18 חודשי מאסר בפועל נגזרו 12 חודשי מאסר.",0,2
7626-04-20,"בסיכומו של דבר טען הסנגור שבגין עבירת הסיוע, המתחם נע בין 5 – 12 חודשים וכי המקרה מתאים לריצוי עונש בעבודות שירות בהתחשב בתקופה שהנאשם שהה במעצר.",2,2
7626-04-20,"תואר שהנאשם בן 29, רווק, שוחרר במהלך תקופת המעצר בתנאים מגבילים, ובין היתר, הותר לו לחזור לעבוד תחת פיקוח של מפקח.",2,2
7626-04-20,משפחתו נורמטיבית והוא סיים 12 שנות לימוד במגמת חשמל ועם תעודת בגרות חלקית. לאחר סיום הלימודים עבד והשלים לימודי מקצוע חשמלאי מוסמך ועבד מספר שנים בתחום זה. צוין שהוא ללא עבר פלילי.,2,2
7626-04-20,"בתסקיר המעצר הייתה התרשמות שמדובר באדם המצליח לנהל אורח חיים תקין, לצד נטייה להתנהגות פורצת גבולות והתחברות לגורמים שוליים.",2,2
7626-04-20,"ביחס להערכת הסיכון, הוערך כי קיים סיכון להישנות התנהלות מפרה חוק, וזאת לאור הקושי בקבלת אחריות ממשית למעשיו שתוארו בכתב האישום, כאשר הוא התקשה להתייחס למניעים שעמדו ברקע ביצוע העבירות וטען שרק סייע לחבר שביקש עזרה. בעקבות כך לא ניתנה המלצה טיפולית.",2,2
7626-04-20,"בעקבות טענות שהועלו לעריכת התסקיר, ניתנה הוראה על עריכת תסקיר משלים, אך לא השתנתה התוצאה ושוב שירות המבחן הגיע למסקנה שאין הנאשם מקבל אחריות ממשית על מעשיו ולכן לא השתנתה ההמלצה.",2,2
7626-04-20,הנאשם הביע חרטה על מעשיו.,2,2
7626-04-20,"במקרה דנן נפגעו הערכים של שמירה על שלום ציבור ומניעת הפצת נשק בלתי חוקי שהפצתו מגבירה את הפשיעה האלימה בחברה. תפקידו של נאשם 2 היה פחות מזה באופן משמעותי של נאשם 1, והדברים עולים אף מהאישום המוגבל שהוטח כלפיו לעומת שותפו.",12,2
7626-04-20,"לגבי נאשם 1 נקבע מתחם ענישה שבין 2 – 4 שנות מאסר והוטלו לבסוף 3 שנות מאסר. לגבי נאשם 2 על אף שלא היה דומיננטי בפרשה, היה עליו לדעת את הפסול במעשיו ולהימנע מהם.",12,2
7626-04-20,"בגין עבירת הסיוע בה הורשע, המתחם ההולם נמצא בין 9– 24 חודשים.",2,2
7626-04-20,"ביחס לנאשם 2 יש להתחשב בעובדה שמדובר באדם שחיי חיים נורמטיביים בלא מעורבות במעשים פליליים עד לפרשה הנוכחית, ובטענות המדינה בנוגע לפסיקת עונש בתחתית המתחם, ובנוסף יש להתחשב בעובדה שהנאשם הודה ולא התעקש לנהל את ההליך. למרות העדר יכולתו לקבל אחריות מלאה על מעשיו בפני שירות המבחן, המעשה הקובע הינו הודאתו בפני בית המשפט.",2,2
7626-04-20,"היה מקום להטיל על הנאשם מאסר לתקופה של 12 חודשים לריצוי בפועל. ואולם, לא מצאתי סיבה שלא להתחשב בתקופות המעצר בעונש הכולל שייקבע, ומהלך זה מביא לכך שמדובר לכל היותר בתקופת מאסר של 9 חודשים.",2,2
7626-04-20,"איני מתעלם מהמסקנה הסופית שבתסקיר, אך נראה לי שבנסיבות הנזק הפוטנציאלי בשליחתו למאסר של ממש גדול יותר מהתועלת וניתן להסתפק בעבודות שירות.",0,2
7626-04-20,"אשר על כן, אני מטיל על הנאשם את העונשים הבאים:",2,2
7626-04-20,9 חודשי מאסר שירוצו בעבודות שירות בהתאם לחוות דעת הממונה.,2,2
7626-04-20,9 חודשי מאסר על תנאי למשך 3 שנים כאשר התנאי יופעל במידה והנאשם יבצע עבירות נשק או אלימות מסוג פשע.,2,2
7626-04-20,"קנס בסך 5,000 ₪ לתשלום עד ליום 1.9.21.",2,2
7626-04-20,"ניתן היום, ו' תמוז תשפ""א, 16 יוני 2021, בהעדר הצדדים.",0,2
7626-04-20,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",0,2
7626-04-20,דניאל פיש 54678313-/,0,2
ME-13-12-22678-920,עבד חאג'– עניינו הסתיים,0,2
ME-13-12-22678-920,אנס מצארוה,0,2
ME-13-12-22678-920,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע' 13",0,2
ME-13-12-22678-920,"חוק העונשין, תשל""ז-1977: סע' 31",0,2
ME-13-12-22678-920,גזר דין (בעניינו של נאשם 2),2,2
ME-13-12-22678-920,"נאשם 2 (להלן: ""הנאשם"") הורשע על פי הודאתו במסגרת הסדר טיעון בסיוע לסחר בסם מסוכן – מנה של סם קוקאין במשקל 0.56999 גרם נטו – עבירה לפי סעיף 13 לפקודת הסמים המסוכנים (נוסח חדש) התשל""ג-1973 ביחד עם סעיף 31 לחוק העונשין התשל""ז-1977.",2,2
ME-13-12-22678-920,"מעובדות כתב האישום המתוקן בהן הודה הנאשם עולה, כי נאשם 1 קיבל ממנו רכב ומכשיר טלפון סלולרי, והוא נשלח על ידו לפגישה עם קונה שביקשה לרכוש סם אשר התברר מאוחר יותר שהינה סוכנת משטרתית.",1,2
ME-13-12-22678-920,נאשם 1 מכר לסוכנת המשטרית מנת סם מסוג קוקאין במשקל 0.5699 גרם נטו תמורת 450 ₪.,1,2
ME-13-12-22678-920,"באי כוח הצדדים עתרו לבית המשפט ובמסגרת הסדר טיעון להטיל על הנאשם עונש של מאסר לתקופה בת שישה חודשים לריצוי בעבודות שירות, מאסר על תנאי וקנס בסך 1,000 ₪.",0,2
ME-13-12-22678-920,טיעוני באי כוח הצדדים,0,2
ME-13-12-22678-920,"בא כוח המאשימה הסבירה הסכמת התביעה לענישה המקלה המבוקשת לנאשם, בכך, שבפני התביעה ניצבו קשיים ראייתים, לנאשם אין עבר פלילי, הוא הודה וחסך מזמנו של בית המשפט.",0,2
ME-13-12-22678-920,"בא כוח הנאשם הדגיש את העובדה שלנאשם אין עבר פלילי, וכי מרשו הודה במסגרת הסדר טיעון.",0,2
ME-13-12-22678-920,"אינני מוצאת מקום לחזור על הנאמר בעניין הבניית שיקול הדעת השיפוטי בענישה שצויין לגבי נאשם 1, ואף פה כאשר מדובר בהסדר טיעון – בית המשפט מכבד את ההסדר כאשר הוא סובר שהוא איננו חוטא לאינטרס הציבורי.",1,2
ME-13-12-22678-920,"כאמור בנסיבות התיק דנן, כאשר לנאשם אין עבר פלילי ומבוקשת ענישה של מאסר בדרך של עבודות שירות – לא ניתן לקבוע שהאינטרס הציבורי יימצא נפגע, ועל כן אכבד את הסדר הטיעון.",0,2
ME-13-12-22678-920,"לאור כל המקובץ לעיל, אני מטילה על הנאשם כדלקמן:",2,2
ME-13-12-22678-920,"שישה חודשי מאסר שירוצו בעבודות שירות בבית אבות ""צימרמן"" רח' פרדס משותף 59, פינת הרצל, רעננה, וזאת במשך חמישה ימים בשבוע , שמונה וחצי שעות עבודה יומיות.",2,2
